,MS Zoning,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Bldg Type,House Style,Overall Qual,Roof Style,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Full Bath,Kitchen Qual,Functional,Fireplaces,Garage Cars,Paved Drive,SalePrice,Years Before Sale,Years Since Remod,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Lot Shape_IR1,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_AllPub,Utilities_NoSeWa,Utilities_NoSewr,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Gtl,Land Slope_Mod,Land Slope_Sev,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Exter Qual_Ex,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Exter Cond_Ex,Exter Cond_Fa,Exter Cond_Gd,Exter Cond_Po,Exter Cond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating QC_Ex,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,Central Air_N,Central Air_Y,Kitchen Qual_Ex,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_Po,Kitchen Qual_TA,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ,Garage Cars_0,Garage Cars_1,Garage Cars_2,Garage Cars_3,Garage Cars_4,Garage Cars_5,Paved Drive_N,Paved Drive_P,Paved Drive_Y
600,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Hip,0.0,TA,TA,CBlock,403.0,864.0,Ex,Y,864,1,TA,Typ,0,1,Y,118000,50,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
601,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,Hip,0.0,TA,TA,CBlock,612.0,864.0,Ex,Y,864,1,TA,Typ,0,1,Y,127500,50,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
602,RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,4,Gable,160.0,TA,TA,CBlock,775.0,1040.0,TA,Y,1362,1,TA,Typ,1,3,Y,140000,52,52,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
603,RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,Gable,70.0,TA,Gd,CBlock,625.0,1048.0,Fa,Y,1728,2,TA,Min1,1,2,Y,177625,53,53,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
604,RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Duplex,1Story,5,Gable,95.0,TA,TA,CBlock,0.0,1584.0,TA,Y,1776,2,TA,Typ,0,3,Y,110000,51,51,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
605,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,Gable,180.0,TA,TA,CBlock,196.0,1516.0,TA,Y,1516,1,TA,Typ,0,2,Y,167000,45,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
606,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Gable,217.0,TA,TA,CBlock,310.0,1313.0,TA,Y,1313,1,Gd,Typ,1,2,Y,153000,48,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
607,RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Gable,144.0,TA,Gd,CBlock,998.0,1292.0,TA,Y,1292,1,TA,Typ,2,2,Y,145100,45,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
608,RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,1Story,5,Gable,200.0,TA,TA,CBlock,740.0,1154.0,Ex,Y,1154,1,TA,Typ,1,2,Y,154000,43,43,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
609,RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,5,Gable,0.0,TA,Gd,CBlock,388.0,744.0,TA,Y,2140,2,TA,Typ,1,2,Y,177500,44,44,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
610,RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,SLvl,6,Gable,115.0,TA,Gd,CBlock,564.0,1127.0,TA,Y,1445,1,TA,Typ,1,2,Y,158000,45,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
611,RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,Gable,132.0,TA,TA,CBlock,991.0,1041.0,Ex,Y,1041,1,TA,Typ,0,1,Y,124500,50,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
612,RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,SLvl,6,Hip,90.0,TA,TA,CBlock,568.0,1208.0,Ex,Y,1576,1,Gd,Typ,1,2,Y,174500,48,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
613,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Gable,0.0,TA,TA,CBlock,100.0,960.0,Gd,Y,960,1,TA,Typ,0,1,Y,122000,54,54,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
614,RL,Reg,HLS,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,Hip,0.0,Fa,TA,CBlock,280.0,420.0,Gd,Y,708,1,Fa,Typ,0,0,Y,82500,69,59,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
615,RL,IR1,Bnk,AllPub,Corner,Gtl,Norm,1Fam,1.5Fin,5,Gable,161.0,TA,TA,CBlock,185.0,709.0,TA,Y,1203,1,Gd,Typ,1,1,Y,110000,59,59,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
616,RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,1Fam,1Story,6,Hip,90.0,TA,TA,CBlock,1024.0,1505.0,Ex,Y,1505,1,TA,Typ,1,2,Y,149500,56,56,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
617,RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,1Fam,1Story,6,Gable,0.0,Gd,TA,CBlock,1173.0,1680.0,TA,Y,1691,1,TA,Typ,0,2,Y,175000,42,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
618,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,Hip,238.0,TA,TA,CBlock,1285.0,1416.0,TA,Y,1644,1,TA,Typ,2,2,Y,167000,56,56,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
619,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Hip,0.0,TA,TA,CBlock,504.0,1050.0,Gd,Y,1050,1,TA,Typ,0,1,Y,128900,53,53,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
620,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,6,Gable,0.0,TA,Gd,CBlock,120.0,856.0,Ex,Y,1668,1,TA,Min2,0,1,Y,140000,59,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
621,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Gable,0.0,Gd,TA,CBlock,607.0,1113.0,Gd,Y,1113,1,Gd,Typ,1,1,Y,147000,59,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
622,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,1Story,5,Gable,0.0,TA,TA,CBlock,0.0,1584.0,TA,Y,1584,2,TA,Mod,0,3,Y,124000,42,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
623,RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,Hip,3.0,TA,TA,CBlock,1312.0,1453.0,Ex,Y,1453,2,TA,Typ,1,2,Y,187500,48,48,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
624,RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,Gable,247.0,TA,TA,CBlock,609.0,1394.0,Gd,Y,1394,1,TA,Typ,2,2,Y,159000,46,46,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
625,RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,Gable,210.0,TA,Gd,CBlock,1387.0,1562.0,Gd,Y,1567,2,Gd,Typ,2,2,Y,256000,43,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
626,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,Gable,176.0,TA,TA,CBlock,454.0,768.0,TA,Y,1986,2,TA,Typ,3,2,Y,205000,44,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
627,RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,Gable,576.0,TA,Gd,CBlock,448.0,896.0,TA,Y,2142,2,Gd,Typ,1,1,Y,193500,41,41,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
628,RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,Hip,216.0,TA,TA,CBlock,0.0,1392.0,Gd,Y,1392,1,TA,Maj2,2,2,Y,110000,41,41,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
629,RL,IR1,Lvl,AllPub,FR2,Gtl,Feedr,1Fam,1.5Fin,4,Gable,0.0,TA,Gd,BrkTil,0.0,715.0,Gd,Y,1738,2,TA,Typ,1,1,Y,104900,89,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
630,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Gable,164.0,Gd,TA,CBlock,856.0,1169.0,TA,Y,1144,1,TA,Typ,0,1,Y,150000,53,53,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
631,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,Hip,0.0,TA,TA,CBlock,189.0,1478.0,Gd,Y,1478,1,TA,Typ,2,2,Y,156500,52,52,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
632,RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,Gable,128.0,TA,TA,CBlock,544.0,1329.0,Gd,Y,1329,1,TA,Typ,2,2,Y,176000,49,49,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
633,RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,Hip,0.0,Gd,TA,CBlock,708.0,988.0,TA,Y,988,2,Gd,Typ,0,1,Y,149500,50,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
634,RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,1Fam,1Story,6,Hip,183.0,TA,TA,CBlock,620.0,1240.0,Gd,Y,1632,2,TA,Min1,1,1,Y,139000,51,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
635,RL,IR1,Lvl,AllPub,Inside,Gtl,Feedr,1Fam,1Story,6,Hip,176.0,TA,TA,CBlock,585.0,1215.0,TA,Y,1215,1,TA,Typ,0,1,Y,155000,51,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
636,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Gable,0.0,TA,TA,CBlock,435.0,1202.0,TA,Y,1202,1,TA,Typ,0,1,Y,120000,53,53,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
637,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Gable,0.0,TA,TA,CBlock,172.0,1382.0,Gd,Y,1382,1,Gd,Typ,0,1,Y,153000,54,54,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
638,RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,4,Gable,0.0,TA,TA,CBlock,155.0,1200.0,TA,Y,1200,1,TA,Typ,2,1,Y,144000,53,53,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
639,RL,Reg,Lvl,AllPub,Corner,Gtl,Artery,1Fam,SLvl,6,Gable,399.0,TA,TA,CBlock,672.0,1362.0,TA,Y,1382,1,TA,Typ,1,2,Y,176000,47,47,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
640,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,Hip,650.0,TA,TA,CBlock,1213.0,1297.0,Gd,Y,1297,1,TA,Typ,1,2,Y,153000,55,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
641,RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,1Story,5,Hip,657.0,TA,TA,PConc,0.0,1866.0,Ex,Y,1866,2,TA,Typ,0,2,Y,135000,51,51,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
